metric_id,metrics,display_names,operating_system_type,feature_name,unique_identifier,level_1,level_2,level_3,level_4,level_5,hierarchy_id,parent_id_old,metric_sequence_num,level_no,feature_id,parent_id,metric_nature,create_dt
436,DR_Support - Internet,Support Internet Support,Google Android,S UPPORT,SU,,Support Internet Support,,,,Google Android_SU_1.1,Google Android_SU_1,200,2,16,435.0,Positive,2025-01-27
437,DR_Support - Billing and Account,Billing & Account Support,Google Android,S UPPORT,SU,,Billing & Account Support,,,,Google Android_SU_1.2,Google Android_SU_1,201,2,16,435.0,Positive,2025-01-27
438,DR_Support - Billing,Billing Support,Google Android,S UPPORT,SU,,Billing Support,,,,Google Android_SU_1.3,Google Android_SU_1,202,2,16,435.0,Positive,2025-01-27
439,DR_Support - Account,Account Support,Google Android,S UPPORT,SU,,Account Support,,,,Google Android_SU_1.4,Google Android_SU_1,203,2,16,435.0,Positive,2025-01-27
440,DR_Support - TV,Support TV Support,Google Android,S UPPORT,SU,,Support TV Support,,,,Google Android_SU_1.5,Google Android_SU_1,204,2,16,435.0,Positive,2025-01-27
441,DR_Support - Homelife,Support Homelife Support,Google Android,S UPPORT,SU,,Support Homelife Support,,,,Google Android_SU_1.6,Google Android_SU_1,205,2,16,435.0,Positive,2025-01-27
442,DR_Support - Mobile,Support Mobile Support,Google Android,S UPPORT,SU,,Support Mobile Support,,,,Google Android_SU_1.7,Google Android_SU_1,206,2,16,435.0,Positive,2025-01-27
443,DR_Support - Read an Article,Read an Article,Google Android,S UPPORT,SU,,Read an Article,,,,Google Android_SU_1.8,Google Android_SU_1,207,2,16,435.0,Positive,2025-01-27
444,DR_Support - Search,Support Search,Google Android,S UPPORT,SU,,Support Search,,,,Google Android_SU_1.9,Google Android_SU_1,208,2,16,435.0,Negative,2025-01-27
445,DR_Support - Click on Exit Link,Went to External Link,Google Android,S UPPORT,SU,,Went to External Link,,,,Google Android_SU_1.10,Google Android_SU_1,209,2,16,435.0,Positive,2025-01-27
446,DR_Support - App Feedback,App Feedback,Google Android,S UPPORT,SU,,App Feedback,,,,Google Android_SU_1.11,Google Android_SU_1,210,2,16,435.0,Positive,2025-01-27
447,DR_Support - Agent chat started,Support Interacted with Chat,Google Android,S UPPORT,SU,,Support Interacted with Chat,,,,Google Android_SU_1.12,Google Android_SU_1,211,2,16,435.0,Negative,2025-01-27
448,DR_TSV Enrollment Home Page,Visits to TSV Home Page,Google Android,TWO-STEP VERIFICATION,TV,Visits to TSV Home Page,,,,,Google Android_TV_1,,212,1,17,,Positive,2025-01-27
449,DR_TSV | Intent to Enrollment,TSV Enrollment Page,Google Android,TWO-STEP VERIFICATION,TV,,TSV Enrollment Page,,,,Google Android_TV_1.1,Google Android_TV_1,213,2,17,448.0,Positive,2025-01-27
450,DR_TSV Enrollment - Success,TSV Overall Success Rate,Google Android,TWO-STEP VERIFICATION,TV,,TSV Overall Success Rate,,,,Google Android_TV_1.2,Google Android_TV_1,214,2,17,448.0,Positive,2025-01-27
451,DR_TSV Enrollment - Email,TSV Email Text,Google Android,TWO-STEP VERIFICATION,TV,TSV Email Text,,,,,Google Android_TV_2,,215,1,17,,Positive,2025-01-27
452,DR_TSV Enrollment - Email Success,TSV Email Success Rate,Google Android,TWO-STEP VERIFICATION,TV,,TSV Email Success Rate,,,,Google Android_TV_2.1,Google Android_TV_2,216,2,17,451.0,Positive,2025-01-27
453,DR_TSV Enrollment - Update,TSV Update,Google Android,TWO-STEP VERIFICATION,TV,,TSV Update,,,,Google Android_TV_2.2,Google Android_TV_2,217,2,17,451.0,Positive,2025-01-27
454,DR_TSV Enrollment - Server Errors,TSV Server Errors,Google Android,TWO-STEP VERIFICATION,TV,,TSV Server Errors,,,,Google Android_TV_2.3,Google Android_TV_2,218,2,17,451.0,Negative,2025-01-27
455,DR_TSV Enrollment - Phone text,TSV Phone Text,Google Android,TWO-STEP VERIFICATION,TV,TSV Phone Text,,,,,Google Android_TV_3,,219,1,17,,Positive,2025-01-27
456,DR_TSV Enrollment - Phone text Success,TSV Text Success Rate,Google Android,TWO-STEP VERIFICATION,TV,,TSV Text Success Rate,,,,Google Android_TV_3.1,Google Android_TV_3,220,2,17,455.0,Positive,2025-01-27
457,DR_TSV Enrollment - Phone call,TSV Phone Call,Google Android,TWO-STEP VERIFICATION,TV,TSV Phone Call,,,,,Google Android_TV_4,,221,1,17,,Positive,2025-01-27
458,DR_TSV Enrollment - Phone call Success,TSV Call Success Rate,Google Android,TWO-STEP VERIFICATION,TV,,TSV Call Success Rate,,,,Google Android_TV_4.1,Google Android_TV_4,222,2,17,457.0,Positive,2025-01-27
459,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_b,,Google Android,U R L,URL,,,,,,,,223,1,18,,,2025-01-27
460,www.cox.com/residential/mobile/deals.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mobile_holidays_2,,Google Android,U R L,URL,,,,,,,,224,1,18,,,2025-01-27
461,www.cox.com/residential/refer-a-friend.html?&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_extole,,Google Android,U R L,URL,,,,,,,,225,1,18,,,2025-01-27
462,www.cox.com/mobile-shop/check-device-compatibility.html&sc_id=cr_mobile_app_z_coxapp_z_swrve_emb_mob,,Google Android,U R L,URL,,,,,,,,226,1,18,,,2025-01-27
463,www.cox.com/residential/move.html?sc_id=cr_mobile_app_z_coxapp_z_swrve_inapp,,Google Android,U R L,URL,,,,,,,,227,1,18,,,2025-01-27
