"containment_metric_id","primary_intent","primary_intent_detail","sub_contact_id","selfservice_containment","initial_channel","lob","contact_dt","containment_rate","hs_feature_name","cont_display_metric_name","create_dt"
"55","Internet Support","Speedtest","9","9","CoxApp","R","2024-10-30","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"4","Billing","Billing General","22054","21953","CoxApp","R","2024-10-30","99.54","BIL LING","Billing_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","36","33","CoxApp","R","2024-10-30","91.67","S UPPORT","Support_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","16","16","CoxApp","R","2024-10-30","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"10","Billing","Payment Concerns","2","0","CoxApp","R","2024-10-30","0.0","BIL LING","Billing_containment_rate","2025-02-19"
"67","TV Support","TV Features","3","3","CoxApp","R","2024-10-30","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4508","4403","CoxApp","R","2024-10-30","97.67","S UPPORT","Support_containment_rate","2025-02-19"
"30","Manage Services","Repackage","847","767","CoxApp","R","2024-10-30","90.55","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2504","2403","CoxApp","R","2024-10-30","95.97","BIL LING","Billing_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2903","2802","CoxApp","R","2024-10-30","96.52","BIL LING","Billing_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","1624","1595","CoxApp","R","2024-10-30","98.21","BIL LING","Billing_containment_rate","2025-02-19"
"58","Mobile Support","Mobile General Inquiry","102","97","CoxApp","R","2024-10-30","95.1","S UPPORT","Support_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1799","1554","CoxApp","R","2024-10-30","86.38","SMART HELP","PnP_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","1725","1590","CoxApp","R","2024-10-30","92.17","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","1725","1590","CoxApp","R","2024-10-30","92.17","S UPPORT","Support_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","238","187","CoxApp","R","2024-10-30","78.57","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","25","20","CoxApp","R","2024-10-30","80.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","4","0","CoxApp","R","2024-10-30","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"57","Mobile Support","Mobile Feature","1","0","CoxApp","R","2024-10-30","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","56","56","CoxApp","R","2024-10-30","100.0","LOG IN","Login_containment_rate","2025-02-19"
"16","Account Settings","Contact Preferences","3","3","CoxApp","R","2024-10-30","100.0","LOG IN","Login_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","28","25","CoxApp","R","2024-10-30","89.29","S UPPORT","Support_containment_rate","2025-02-19"
"8","Billing","Pay Bill","25103","24914","CoxApp","R","2024-10-30","99.25","BIL LING","Billing_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","390","384","CoxApp","R","2024-10-30","98.46","S UPPORT","Support_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","276","268","CoxApp","R","2024-10-30","97.1","BIL LING","Billing_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","8","7","CoxApp","R","2024-10-30","87.5","S UPPORT","Support_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","528","511","CoxApp","R","2024-10-30","96.78","S UPPORT","Support_containment_rate","2025-02-19"
"74","Security Support","Security General Inquiry","11","7","CoxApp","R","2024-10-30","63.64","S UPPORT","Support_containment_rate","2025-02-19"
"49","Internet Support","Internet General Inquiry","1","1","CoxApp","R","2024-10-30","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"36","General Support","Mobile App","1","1","CoxApp","R","2024-10-30","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"20","Account Settings","Privacy","2","2","CoxApp","R","2024-10-30","100.0","LOG IN","Login_containment_rate","2025-02-19"
"70","TV Support","TV Mobile App","207","207","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"58","Mobile Support","Mobile General Inquiry","87","85","CoxApp","R","2024-10-29","97.7","S UPPORT","Support_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2705","2598","CoxApp","R","2024-10-29","96.04","BIL LING","Billing_containment_rate","2025-02-19"
"51","Internet Support","Internet Mobile App","1450","1447","CoxApp","R","2024-10-29","99.79","S UPPORT","Support_containment_rate","2025-02-19"
"21","Manage Services","Add/Upgrade","1736","1607","CoxApp","R","2024-10-29","92.57","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Manage Services","Add/Upgrade","1736","1607","CoxApp","R","2024-10-29","92.57","S UPPORT","Support_containment_rate","2025-02-19"
"42","Equipment Support","Internet Pods","23","21","CoxApp","R","2024-10-29","91.3","S UPPORT","Support_containment_rate","2025-02-19"
"36","General Support","Mobile App","3","3","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"16","Account Settings","Contact Preferences","7","6","CoxApp","R","2024-10-29","85.71","LOG IN","Login_containment_rate","2025-02-19"
"75","Security Support","Security General Support","1","1","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"69","TV Support","TV General Support","94","92","CoxApp","R","2024-10-29","97.87","S UPPORT","Support_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","22","20","CoxApp","R","2024-10-29","90.91","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","22","20","CoxApp","R","2024-10-29","90.91","S UPPORT","Support_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","6","6","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"72","TV Support","TV Service Quality","4","0","CoxApp","R","2024-10-29","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"8","Billing","Pay Bill","19992","19816","CoxApp","R","2024-10-29","99.12","BIL LING","Billing_containment_rate","2025-02-19"
"30","Manage Services","Repackage","1007","900","CoxApp","R","2024-10-29","89.37","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"31","Manage Services","Restart/Reconnect Service","2","0","CoxApp","R","2024-10-29","0.0","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"73","Security Support","Security Features","1","1","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"10","Billing","Payment Concerns","1","0","CoxApp","R","2024-10-29","0.0","BIL LING","Billing_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","10072","9962","CoxApp","R","2024-10-29","98.91","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","10072","9962","CoxApp","R","2024-10-29","98.91","DATA USAGE","Datausage_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2813","2723","CoxApp","R","2024-10-29","96.8","BIL LING","Billing_containment_rate","2025-02-19"
"27","Manage Services","Offer/Deal Inquiry","562","524","CoxApp","R","2024-10-29","93.24","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"35","General Support","General Inquiry","766","760","CoxApp","R","2024-10-29","99.22","S UPPORT","Support_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","58","55","CoxApp","R","2024-10-29","94.83","LOG IN","Login_containment_rate","2025-02-19"
"18","Account Settings","Identity Management - Users","2953","2915","CoxApp","R","2024-10-29","98.71","LOG IN","Login_containment_rate","2025-02-19"
"52","Internet Support","Internet Service Interruption","247","186","CoxApp","R","2024-10-29","75.3","S UPPORT","Support_containment_rate","2025-02-19"
"26","Manage Services","None","81","77","CoxApp","R","2024-10-29","95.06","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Manage Services","None","81","77","CoxApp","R","2024-10-29","95.06","S UPPORT","Support_containment_rate","2025-02-19"
"76","Security Support","Security Mobile App","29","27","CoxApp","R","2024-10-29","93.1","S UPPORT","Support_containment_rate","2025-02-19"
"49","Internet Support","Internet General Inquiry","2","2","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"74","Security Support","Security General Inquiry","21","21","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"4","Billing","Billing General","20964","20844","CoxApp","R","2024-10-29","99.43","BIL LING","Billing_containment_rate","2025-02-19"
"62","Phone Support","Phone Features","88","88","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","28","23","CoxApp","R","2024-10-29","82.14","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"2","Equipment Support","PnP","1951","1710","CoxApp","R","2024-10-29","87.65","SMART HELP","PnP_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","548","540","CoxApp","R","2024-10-29","98.54","S UPPORT","Support_containment_rate","2025-02-19"
"1","Equipment Support","SmartHelp","1452","1372","CoxApp","R","2024-10-29","94.49","SMART HELP","Smarthelp_containment_rate","2025-02-19"
"41","Equipment Support","Equipment Return","7","7","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"56","Mobile Support","Mobile Device Issue","2","1","CoxApp","R","2024-10-29","50.0","S UPPORT","Support_containment_rate","2025-02-19"
"60","Mobile Support","Mobile Protection Plan","6","1","CoxApp","R","2024-10-29","16.67","S UPPORT","Support_containment_rate","2025-02-19"
"34","General Support","Complaint/Escalation","5","0","CoxApp","R","2024-10-29","0.0","S UPPORT","Support_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1274","1260","CoxApp","R","2024-10-29","98.9","S UPPORT","Support_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1353","1119","CoxApp","R","2024-10-29","82.71","BIL LING","Billing_containment_rate","2025-02-19"
"26","Equipment Support","None","28","26","CoxApp","R","2024-10-29","92.86","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"44","Equipment Support","None","28","26","CoxApp","R","2024-10-29","92.86","S UPPORT","Support_containment_rate","2025-02-19"
"11","Billing","Payment Method","245","241","CoxApp","R","2024-10-29","98.37","BIL LING","Billing_containment_rate","2025-02-19"
"5","Billing","Billing Preferences","302","300","CoxApp","R","2024-10-29","99.34","BIL LING","Billing_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","44","43","CoxApp","R","2024-10-29","97.73","S UPPORT","Support_containment_rate","2025-02-19"
"67","TV Support","TV Features","6","2","CoxApp","R","2024-10-29","33.33","S UPPORT","Support_containment_rate","2025-02-19"
"33","General Support","All Service Interruption","1843","1784","CoxApp","R","2024-10-29","96.8","S UPPORT","Support_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","1725","1689","CoxApp","R","2024-10-29","97.91","BIL LING","Billing_containment_rate","2025-02-19"
"45","Equipment Support","Reboot","4456","4334","CoxApp","R","2024-10-29","97.26","S UPPORT","Support_containment_rate","2025-02-19"
"17","Account Settings","Identity Management - Profile","1792","1718","CoxApp","R","2024-10-29","95.87","LOG IN","Login_containment_rate","2025-02-19"
"53","Internet Support","Internet Service Quality","17","10","CoxApp","R","2024-10-29","58.82","S UPPORT","Support_containment_rate","2025-02-19"
"25","Manage Services","Move Address","746","544","CoxApp","R","2024-10-29","72.92","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"24","Manage Services","Disconnect/Downgrade","144","102","CoxApp","R","2024-10-29","70.83","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"6","Billing","EasyPay","1066","1051","CoxApp","R","2024-10-29","98.59","BIL LING","Billing_containment_rate","2025-02-19"
"68","TV Support","TV General Inquiry","25","25","CoxApp","R","2024-10-29","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","380","375","CoxApp","R","2024-10-29","98.68","S UPPORT","Support_containment_rate","2025-02-19"
"40","Equipment Support","Device Swap","5","1","CoxApp","R","2024-10-29","20.0","S UPPORT","Support_containment_rate","2025-02-19"
"12","Billing","Statement Inquiry","1698","1667","CoxApp","R","2024-10-28","98.17","BIL LING","Billing_containment_rate","2025-02-19"
"50","Internet Support","Internet General Support","1413","1393","CoxApp","R","2024-10-28","98.58","S UPPORT","Support_containment_rate","2025-02-19"
"3","Billing","Billing Concern","1288","1090","CoxApp","R","2024-10-28","84.63","BIL LING","Billing_containment_rate","2025-02-19"
"63","Phone Support","Phone General Support","45","43","CoxApp","R","2024-10-28","95.56","S UPPORT","Support_containment_rate","2025-02-19"
"13","Billing","Usage Inquiry","10466","10336","CoxApp","R","2024-10-28","98.76","BIL LING","Billing_containment_rate","2025-02-19"
"14","Billing","Usage Inquiry","10466","10336","CoxApp","R","2024-10-28","98.76","DATA USAGE","Datausage_containment_rate","2025-02-19"
"6","Billing","EasyPay","1045","1026","CoxApp","R","2024-10-28","98.18","BIL LING","Billing_containment_rate","2025-02-19"
"9","Billing","Payment Arrangement","2284","2218","CoxApp","R","2024-10-28","97.11","BIL LING","Billing_containment_rate","2025-02-19"
"59","Mobile Support","Mobile General Support","419","414","CoxApp","R","2024-10-28","98.81","S UPPORT","Support_containment_rate","2025-02-19"
"11","Billing","Payment Method","250","247","CoxApp","R","2024-10-28","98.8","BIL LING","Billing_containment_rate","2025-02-19"
"21","Equipment Support","Add/Upgrade","13","10","CoxApp","R","2024-10-28","76.92","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"38","Equipment Support","Add/Upgrade","13","10","CoxApp","R","2024-10-28","76.92","S UPPORT","Support_containment_rate","2025-02-19"
"42","Equipment Support","Internet Pods","30","29","CoxApp","R","2024-10-28","96.67","S UPPORT","Support_containment_rate","2025-02-19"
"7","Billing","Non-Pay Suspension/Disconnect","2631","2527","CoxApp","R","2024-10-28","96.05","BIL LING","Billing_containment_rate","2025-02-19"
"23","Manage Services","Cox Complete Care","26","20","CoxApp","R","2024-10-28","76.92","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
"64","Phone Support","Phone Service Interruption","1","1","CoxApp","R","2024-10-28","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"48","Internet Support","Internet Features","504","495","CoxApp","R","2024-10-28","98.21","S UPPORT","Support_containment_rate","2025-02-19"
"55","Internet Support","Speedtest","12","12","CoxApp","R","2024-10-28","100.0","S UPPORT","Support_containment_rate","2025-02-19"
"15","Account Settings","Access/Authenticate","69","68","CoxApp","R","2024-10-28","98.55","LOG IN","Login_containment_rate","2025-02-19"
"35","General Support","General Inquiry","776","771","CoxApp","R","2024-10-28","99.36","S UPPORT","Support_containment_rate","2025-02-19"
"27","Manage Services","Offer/Deal Inquiry","548","504","CoxApp","R","2024-10-28","91.97","E COMMERCE","Ecommerce_containment_rate","2025-02-19"
