"channel_group","month_end","activity","accounts changed target","net revenue target","compl_psu_conn_target"
"Lead Referral","8/1/24","Upgrade","48","1057.89","370"
"Lead Referral","8/1/24","Uptier","404","17903.22","370"
"Lead Referral","9/1/24","Disconnect","771","-70817.63","320"
"Lead Referral","9/1/24","Downgrade","701","-10135.94","320"
"Lead Referral","9/1/24","Downtier","309","-12097.85","320"
"Lead Referral","9/1/24","New Connect","3895","115466.62","320"
"Lead Referral","9/1/24","Transfer","8","23.83","320"
"Lead Referral","9/1/24","Upgrade","41","893.8","320"
"Lead Referral","9/1/24","Uptier","341","15126.24","320"
"Lead Referral","10/1/24","Disconnect","742","-68189.94","308"
"Lead Referral","10/1/24","Downgrade","675","-9759.85","308"
"Lead Referral","10/1/24","Downtier","297","-11648.96","308"
"Lead Referral","10/1/24","New Connect","3722","110348.82","308"
"Lead Referral","10/1/24","Transfer","8","23.61","308"
"Lead Referral","10/1/24","Upgrade","39","861.09","308"
"Lead Referral","10/1/24","Uptier","329","14572.63","308"
"Lead Referral","11/1/24","Disconnect","644","-59204.12","290"
"Lead Referral","11/1/24","Downgrade","586","-8473.73","290"
"Lead Referral","11/1/24","Downtier","258","-10113.9","290"
"Lead Referral","11/1/24","New Connect","3504","103893.04","290"
"Lead Referral","11/1/24","Transfer","7","20.92","290"
"Lead Referral","11/1/24","Upgrade","37","799.85","290"
"Lead Referral","11/1/24","Uptier","305","13536.25","290"
"Lead Referral","12/1/24","Disconnect","675","-62045.39","276"
"Lead Referral","12/1/24","Downgrade","614","-8880.39","276"
"Lead Referral","12/1/24","Downtier","271","-10599.28","276"
"Lead Referral","12/1/24","New Connect","3371","99957.88","276"
"Lead Referral","12/1/24","Transfer","7","20.67","276"
"Lead Referral","12/1/24","Upgrade","35","774.03","276"
"Lead Referral","12/1/24","Uptier","295","13099.34","276"
"Online","1/1/24","Disconnect","1200","-106867.46","47846"
"Online","1/1/24","Downgrade","7290","-541701.99","47846"
"Online","1/1/24","Downtier","37743","-1238554.97","47846"
"Online","1/1/24","New Connect","40182","2444059.25","47846"
"Online","1/1/24","Transfer","6721","-20293.55","47846"
"Online","1/1/24","Upgrade","1383","97440.89","47846"
"Online","1/1/24","Uptier","28626","1085347.59","47846"
"Online","2/1/24","Disconnect","2194","-195410.89","53641"
"Online","2/1/24","Downgrade","4719","-350642.44","53641"
"Online","2/1/24","Downtier","31557","-1035557.54","53641"
"Online","2/1/24","New Connect","37086","2536862.41","53641"
"Online","2/1/24","Transfer","8734","-26371.63","53641"
"Online","2/1/24","Upgrade","871","61366.09","53641"
"Online","2/1/24","Uptier","22723","861545.66","53641"
"Online","3/1/24","Disconnect","2323","-206913.24","59256"
"Online","3/1/24","Downgrade","4997","-371282.1","59256"
"Online","3/1/24","Downtier","33414","-1096512.97","59256"
"Online","3/1/24","New Connect","43546","2805235.52","59256"
"Online","3/1/24","Transfer","10451","-31556.61","59256"
"Online","3/1/24","Upgrade","976","68785.1","59256"
"Online","3/1/24","Uptier","25470","965704.34","59256"
"Online","4/1/24","Disconnect","2468","-219755.67","54666"
"Online","4/1/24","Downgrade","5307","-394326.35","54666"
"Online","4/1/24","Downtier","35488","-1164569.91","54666"
"Online","4/1/24","New Connect","39384","2537785.8","54666"
"Online","4/1/24","Transfer","10200","-30797.44","54666"
"Online","4/1/24","Upgrade","911","64174.94","54666"
"Online","4/1/24","Uptier","23763","900980.37","54666"
"Online","5/1/24","Disconnect","2602","-231721.83","62365"
"Online","5/1/24","Downgrade","5596","-415798.26","62365"
"Online","5/1/24","Downtier","37421","-1227983.22","62365"
"Online","5/1/24","New Connect","45995","2960860.1","62365"
"Online","5/1/24","Transfer","10859","-32788.51","62365"
"Online","5/1/24","Upgrade","995","70084.72","62365"
"Online","5/1/24","Uptier","25952","983950.37","62365"
"Online","6/1/24","Disconnect","2695","-240027.25","65905"
"Online","6/1/24","Downgrade","5796","-430701.38","65905"
"Online","6/1/24","Downtier","38762","-1271996.83","65905"
"Online","6/1/24","New Connect","49309","3173137","65905"
"Online","6/1/24","Transfer","11367","-34322.87","65905"
"Online","6/1/24","Upgrade","1044","73556","65905"
"Online","6/1/24","Uptier","27237","1032685.1","65905"
"Online","7/1/24","Disconnect","2929","-260822.27","65538"
"Online","7/1/24","Downgrade","6298","-468015.66","65538"
"Online","7/1/24","Downtier","42120","-1382197.64","65538"
"Online","7/1/24","New Connect","49318","3173612.67","65538"
"Online","7/1/24","Transfer","11661","-35209.24","65538"
"Online","7/1/24","Upgrade","1049","73911.11","65538"
"Online","7/1/24","Uptier","27369","1037670.67","65538"
"Online","8/1/24","Disconnect","2916","-259667.72","75330"
"Online","8/1/24","Downgrade","6270","-465943.96","75330"
"Online","8/1/24","Downtier","41934","-1376079.27","75330"
"Online","8/1/24","New Connect","60830","3913016.91","75330"
"Online","8/1/24","Transfer","10987","-33175.11","75330"
"Online","8/1/24","Upgrade","1196","84294.98","75330"
"Online","8/1/24","Uptier","31214","1183454.48","75330"
"Online","9/1/24","Disconnect","2609","-232318.15","64920"
"Online","9/1/24","Downgrade","5610","-416868.29","64920"
"Online","9/1/24","Downtier","37517","-1231143.35","64920"
"Online","9/1/24","New Connect","50417","3243197.43","64920"
"Online","9/1/24","Transfer","9962","-30078.34","64920"
"Online","9/1/24","Upgrade","1011","71219.93","64920"
"Online","9/1/24","Uptier","26372","999887.98","64920"
"Online","10/1/24","Disconnect","2512","-223698.01","58859"
"Online","10/1/24","Downgrade","5402","-401400.43","58859"
"Online","10/1/24","Downtier","36125","-1185461.89","58859"
"Online","10/1/24","New Connect","45500","2929607.57","58859"
"Online","10/1/24","Transfer","9867","-29793.9","58859"
"Online","10/1/24","Upgrade","974","68613.32","58859"
"Online","10/1/24","Uptier","25407","963292.68","58859"
"Online","11/1/24","Disconnect","2181","-194219.9","57375"
"Online","11/1/24","Downgrade","4690","-348505.35","57375"
"Online","11/1/24","Downtier","31365","-1029246.06","57375"
"Online","11/1/24","New Connect","44706","2876490.03","57375"
"Online","11/1/24","Transfer","8744","-26400.67","57375"
"Online","11/1/24","Upgrade","905","63733.68","57375"
"Online","11/1/24","Uptier","23600","894785.28","57375"
"Online","12/1/24","Disconnect","2286","-203540.72","53805"
"Online","12/1/24","Downgrade","4915","-365230.49","53805"
"Online","12/1/24","Downtier","32870","-1078640.67","53805"
"Online","12/1/24","New Connect","42291","2721863.21","53805"
"Online","12/1/24","Transfer","8638","-26081.18","53805"
"Online","12/1/24","Upgrade","875","61676.55","53805"
"Online","12/1/24","Uptier","22838","865904.35","53805"
"Other","1/1/24","Disconnect","1183","-113882.65","1511"
"Other","1/1/24","Downgrade","2713","-119682.07","1511"
"Other","1/1/24","Downtier","22145","-1317189.22","1511"
"Other","1/1/24","New Connect","1176","85847.6","1511"
"Other","1/1/24","Transfer","142","-26628.9","1511"
"Other","1/1/24","Upgrade","272","9112.73","1511"
"Other","1/1/24","Uptier","8428","255549.22","1511"
"Other","2/1/24","Disconnect","734","-70652.29","890"
"Other","2/1/24","Downgrade","590","-26020.81","890"
"Other","2/1/24","Downtier","2525","-150161.24","890"
"Other","2/1/24","New Connect","667","50226.26","890"
"Other","2/1/24","Transfer","229","-42958.55","890"
"Other","2/1/24","Upgrade","120","4029.21","890"
"Other","2/1/24","Uptier","5002","151666.77","890"
"Other","3/1/24","Disconnect","777","-74811.05","989"
"Other","3/1/24","Downgrade","625","-27552.46","989"
"Other","3/1/24","Downtier","2673","-159000.09","989"
"Other","3/1/24","New Connect","733","55191.88","989"
"Other","3/1/24","Transfer","274","-51404.73","989"
"Other","3/1/24","Upgrade","135","4516.33","989"
"Other","3/1/24","Uptier","5607","170002.9","989"
"Other","4/1/24","Disconnect","825","-79454.33","925"
"Other","4/1/24","Downgrade","663","-29262.55","925"
"Other","4/1/24","Downtier","2839","-168868.7","925"
"Other","4/1/24","New Connect","674","50741.36","925"
"Other","4/1/24","Transfer","268","-50168.06","925"
"Other","4/1/24","Upgrade","126","4213.63","925"
"Other","4/1/24","Uptier","5231","158608.87","925"
"Other","5/1/24","Disconnect","870","-83780.79","995"
"Other","5/1/24","Downgrade","699","-30855.96","995"
"Other","5/1/24","Downtier","2994","-178063.96","995"
"Other","5/1/24","New Connect","742","55882.38","995"
"Other","5/1/24","Transfer","285","-53411.45","995"
"Other","5/1/24","Upgrade","137","4601.66","995"
"Other","5/1/24","Uptier","5713","173214.94","995"
"Other","6/1/24","Disconnect","901","-86783.67","1040"
"Other","6/1/24","Downgrade","725","-31961.91","1040"
"Other","6/1/24","Downtier","3101","-184446.16","1040"
"Other","6/1/24","New Connect","779","58699.9","1040"
"Other","6/1/24","Transfer","298","-55910.88","1040"
"Other","6/1/24","Upgrade","144","4829.58","1040"
"Other","6/1/24","Uptier","5996","181794.22","1040"
"Other","7/1/24","Disconnect","980","-94302.27","1034"
"Other","7/1/24","Downgrade","787","-34730.96","1034"
"Other","7/1/24","Downtier","3370","-200425.86","1034"
"Other","7/1/24","New Connect","778","58583.89","1034"
"Other","7/1/24","Transfer","306","-57354.74","1034"
"Other","7/1/24","Upgrade","145","4852.89","1034"
"Other","7/1/24","Uptier","6025","182671.88","1034"
"Other","8/1/24","Disconnect","975","-93884.84","1176"
"Other","8/1/24","Downgrade","784","-34577.22","1176"
"Other","8/1/24","Downtier","3355","-199538.66","1176"
"Other","8/1/24","New Connect","939","70683.22","1176"
"Other","8/1/24","Transfer","288","-54041.2","1176"
"Other","8/1/24","Upgrade","165","5534.68","1176"
"Other","8/1/24","Uptier","6871","208335.71","1176"
"Other","9/1/24","Disconnect","873","-83996.39","1015"
"Other","9/1/24","Downgrade","701","-30935.37","1015"
"Other","9/1/24","Downtier","3001","-178522.2","1015"
"Other","9/1/24","New Connect","778","58583.89","1015"
"Other","9/1/24","Transfer","261","-48996.66","1015"
"Other","9/1/24","Upgrade","140","4676.19","1015"
"Other","9/1/24","Uptier","5805","176020.6","1015"
"Other","10/1/24","Disconnect","840","-80879.71","977"
"Other","10/1/24","Downgrade","675","-29787.51","977"
"Other","10/1/24","Downtier","2890","-171898.15","977"
"Other","10/1/24","New Connect","743","55987.29","977"
"Other","10/1/24","Transfer","259","-48533.32","977"
"Other","10/1/24","Upgrade","134","4505.05","977"
"Other","10/1/24","Uptier","5593","169578.35","977"
"Other","11/1/24","Disconnect","729","-70221.68","922"
"Other","11/1/24","Downgrade","586","-25862.22","922"
"Other","11/1/24","Downtier","2509","-149246.04","922"
"Other","11/1/24","New Connect","601","45828.44","922"
"Other","11/1/24","Transfer","229","-43005.86","922"
"Other","11/1/24","Upgrade","125","4184.66","922"
"Other","11/1/24","Uptier","5195","157518.29","922"
"Other","12/1/24","Disconnect","764","-73591.69","876"
"Other","12/1/24","Downgrade","614","-27103.38","876"
"Other","12/1/24","Downtier","2630","-156408.51","876"
"Other","12/1/24","New Connect","578","44092.59","876"
"Other","12/1/24","Transfer","227","-42485.42","876"
"Other","12/1/24","Upgrade","121","4049.59","876"
"Other","12/1/24","Uptier","5027","152434.08","876"
"Outbound","1/1/24","Disconnect","32","-3706.55","360"
"Outbound","1/1/24","Downgrade","29","-1867.43","360"
"Outbound","1/1/24","Downtier","1624","-55189.69","360"
"Outbound","1/1/24","New Connect","309","14127.04","360"
"Outbound","1/1/24","Transfer","125","759.86","360"
"Outbound","1/1/24","Upgrade","149","1250.5","360"
"Outbound","1/1/24","Uptier","1055","20196.6","360"
"Outbound","2/1/24","Disconnect","0","0","241"
"Outbound","2/1/24","Downgrade","16","-1007.84","241"
"Outbound","2/1/24","Downtier","1262","-42897.03","241"
"Outbound","2/1/24","New Connect","160","9258.81","241"
"Outbound","2/1/24","Transfer","129","786.95","241"
"Outbound","2/1/24","Upgrade","76","633.77","241"
"Outbound","2/1/24","Uptier","692","13242.65","241"
"Outbound","3/1/24","Disconnect","0","0","268"
"Outbound","3/1/24","Downgrade","17","-1067.16","268"
"Outbound","3/1/24","Downtier","1337","-45422.06","268"
"Outbound","3/1/24","New Connect","176","10174.18","268"
"Outbound","3/1/24","Transfer","155","941.68","268"
"Outbound","3/1/24","Upgrade","85","710.39","268"
"Outbound","3/1/24","Uptier","775","14843.65","268"
"Outbound","4/1/24","Disconnect","0","0","251"
"Outbound","4/1/24","Downgrade","18","-1133.4","251"
"Outbound","4/1/24","Downtier","1420","-48241.25","251"
"Outbound","4/1/24","New Connect","162","9353.77","251"
"Outbound","4/1/24","Transfer","151","919.02","251"
"Outbound","4/1/24","Upgrade","79","662.78","251"
"Outbound","4/1/24","Uptier","723","13848.79","251"
"Outbound","5/1/24","Disconnect","0","0","270"
"Outbound","5/1/24","Downgrade","19","-1195.12","270"
"Outbound","5/1/24","Downtier","1497","-50868.09","270"
"Outbound","5/1/24","New Connect","178","10301.47","270"
"Outbound","5/1/24","Transfer","161","978.44","270"
"Outbound","5/1/24","Upgrade","86","723.81","270"
"Outbound","5/1/24","Uptier","790","15124.11","270"
"Outbound","6/1/24","Disconnect","0","0","282"
"Outbound","6/1/24","Downgrade","19","-1237.95","282"
"Outbound","6/1/24","Downtier","1550","-52691.32","282"
"Outbound","6/1/24","New Connect","187","10820.86","282"
"Outbound","6/1/24","Transfer","168","1024.22","282"
"Outbound","6/1/24","Upgrade","91","759.66","282"
"Outbound","6/1/24","Uptier","829","15873.2","282"
"Outbound","7/1/24","Disconnect","0","0","280"
"Outbound","7/1/24","Downgrade","21","-1345.2","280"
"Outbound","7/1/24","Downtier","1685","-57256.29","280"
"Outbound","7/1/24","New Connect","187","10799.47","280"
"Outbound","7/1/24","Transfer","173","1050.67","280"
"Outbound","7/1/24","Upgrade","91","763.33","280"
"Outbound","7/1/24","Uptier","833","15949.83","280"
"Outbound","8/1/24","Disconnect","0","0","319"
"Outbound","8/1/24","Downgrade","21","-1339.25","319"
"Outbound","8/1/24","Downtier","1677","-57002.84","319"
"Outbound","8/1/24","New Connect","225","13029.89","319"
"Outbound","8/1/24","Transfer","163","989.97","319"
"Outbound","8/1/24","Upgrade","104","870.57","319"
"Outbound","8/1/24","Uptier","950","18190.65","319"
"Outbound","9/1/24","Disconnect","0","0","275"
"Outbound","9/1/24","Downgrade","19","-1198.19","275"
"Outbound","9/1/24","Downtier","1501","-50999","275"
"Outbound","9/1/24","New Connect","187","10799.47","275"
"Outbound","9/1/24","Transfer","148","897.56","275"
"Outbound","9/1/24","Upgrade","88","735.54","275"
"Outbound","9/1/24","Uptier","803","15369.08","275"
"Outbound","10/1/24","Disconnect","0","0","265"
"Outbound","10/1/24","Downgrade","18","-1153.73","265"
"Outbound","10/1/24","Downtier","1445","-49106.69","265"
"Outbound","10/1/24","New Connect","178","10320.81","265"
"Outbound","10/1/24","Transfer","146","889.08","265"
"Outbound","10/1/24","Upgrade","84","708.62","265"
"Outbound","10/1/24","Uptier","773","14806.58","265"
"Outbound","11/1/24","Disconnect","0","0","250"
"Outbound","11/1/24","Downgrade","16","-1001.7","250"
"Outbound","11/1/24","Downtier","1255","-42635.59","250"
"Outbound","11/1/24","New Connect","168","9717.01","250"
"Outbound","11/1/24","Transfer","130","787.82","250"
"Outbound","11/1/24","Upgrade","78","658.22","250"
"Outbound","11/1/24","Uptier","718","13753.57","250"
"Outbound","12/1/24","Disconnect","0","0","237"
"Outbound","12/1/24","Downgrade","16","-1049.77","237"
"Outbound","12/1/24","Downtier","1315","-44681.71","237"
"Outbound","12/1/24","New Connect","161","9348.96","237"
"Outbound","12/1/24","Transfer","128","778.28","237"
"Outbound","12/1/24","Upgrade","76","636.98","237"
"Outbound","12/1/24","Uptier","695","13309.64","237"
"Retention","1/1/24","Disconnect","41416","-4377635.33","6509"
"Retention","1/1/24","Downgrade","14711","-1164996.96","6509"
"Retention","1/1/24","Downtier","77233","-2744462.37","6509"
"Retention","1/1/24","New Connect","2264","224373.01","6509"
"Retention","1/1/24","Transfer","1373","-13583.82","6509"
"Retention","1/1/24","Upgrade","1228","20284.64","6509"
"Retention","1/1/24","Uptier","22162","1102657.09","6509"
"Retention","2/1/24","Disconnect","39980","-4225894.4","5590"
"Retention","2/1/24","Downgrade","13018","-1030934.52","5590"
"Retention","2/1/24","Downtier","68310","-2427389.39","5590"
"Retention","2/1/24","New Connect","1484","154213.43","5590"
"Retention","2/1/24","Transfer","1231","-12175.62","5590"
"Retention","2/1/24","Upgrade","1194","19718.08","5590"
"Retention","2/1/24","Uptier","15761","784164.66","5590"
"Retention","3/1/24","Disconnect","42393","-4480862.49","6212"
"Retention","3/1/24","Downgrade","13784","-1091617.82","6212"
"Retention","3/1/24","Downtier","72331","-2570271.41","6212"
"Retention","3/1/24","New Connect","1631","169459.74","6212"
"Retention","3/1/24","Transfer","1473","-14569.5","6212"
"Retention","3/1/24","Upgrade","1338","22101.94","6212"
"Retention","3/1/24","Uptier","17666","878968.18","6212"
"Retention","4/1/24","Disconnect","45086","-4765535.25","5810"
"Retention","4/1/24","Downgrade","14640","-1159370.94","5810"
"Retention","4/1/24","Downtier","76820","-2729799.68","5810"
"Retention","4/1/24","New Connect","1499","155794.98","5810"
"Retention","4/1/24","Transfer","1437","-14219","5810"
"Retention","4/1/24","Upgrade","1248","20620.61","5810"
"Retention","4/1/24","Uptier","16482","820057.48","5810"
"Retention","5/1/24","Disconnect","47595","-5030784.31","6252"
"Retention","5/1/24","Downgrade","15437","-1222501.15","6252"
"Retention","5/1/24","Downtier","81003","-2878443.07","6252"
"Retention","5/1/24","New Connect","1651","171579.84","6252"
"Retention","5/1/24","Transfer","1530","-15138.26","6252"
"Retention","5/1/24","Upgrade","1363","22519.54","6252"
"Retention","5/1/24","Uptier","18000","895575.4","6252"
"Retention","6/1/24","Disconnect","49337","-5214887.13","6530"
"Retention","6/1/24","Downgrade","15990","-1266318.27","6530"
"Retention","6/1/24","Downtier","83907","-2981612.78","6530"
"Retention","6/1/24","New Connect","1734","180230.67","6530"
"Retention","6/1/24","Transfer","1602","-15846.67","6530"
"Retention","6/1/24","Upgrade","1431","23634.92","6530"
"Retention","6/1/24","Uptier","18891","939932.95","6530"
"Retention","7/1/24","Disconnect","53698","-5675841.82","6495"
"Retention","7/1/24","Downgrade","17376","-1376027.12","6495"
"Retention","7/1/24","Downtier","91176","-3239928","6495"
"Retention","7/1/24","New Connect","1731","179874.48","6495"
"Retention","7/1/24","Transfer","1643","-16255.9","6495"
"Retention","7/1/24","Upgrade","1438","23749.03","6495"
"Retention","7/1/24","Uptier","18983","944470.74","6495"
"Retention","8/1/24","Disconnect","53456","-5650249.55","7387"
"Retention","8/1/24","Downgrade","17299","-1369936.06","7387"
"Retention","8/1/24","Downtier","90772","-3225586.3","7387"
"Retention","8/1/24","New Connect","2088","217023.95","7387"
"Retention","8/1/24","Transfer","1548","-15316.75","7387"
"Retention","8/1/24","Upgrade","1640","27085.56","7387"
"Retention","8/1/24","Uptier","21650","1077160.76","7387"
"Retention","9/1/24","Disconnect","47720","-5044002.7","6373"
"Retention","9/1/24","Downgrade","15477","-1225647.18","6373"
"Retention","9/1/24","Downtier","81212","-2885850.55","6373"
"Retention","9/1/24","New Connect","1731","179874.48","6373"
"Retention","9/1/24","Transfer","1404","-13886.99","6373"
"Retention","9/1/24","Upgrade","1385","22884.3","6373"
"Retention","9/1/24","Uptier","18291","910081.56","6373"
"Retention","10/1/24","Disconnect","45913","-4852923.5","6139"
"Retention","10/1/24","Downgrade","14903","-1180169.66","6139"
"Retention","10/1/24","Downtier","78199","-2778771.34","6139"
"Retention","10/1/24","New Connect","1654","171901.95","6139"
"Retention","10/1/24","Transfer","1390","-13755.66","6139"
"Retention","10/1/24","Upgrade","1335","22046.75","6139"
"Retention","10/1/24","Uptier","17622","876773.12","6139"
"Retention","11/1/24","Disconnect","39731","-4199494.34","5789"
"Retention","11/1/24","Downgrade","12939","-1024651.21","5789"
"Retention","11/1/24","Downtier","67894","-2412595.01","5789"
"Retention","11/1/24","New Connect","1557","161845.1","5789"
"Retention","11/1/24","Transfer","1232","-12189.03","5789"
"Retention","11/1/24","Upgrade","1240","20478.83","5789"
"Retention","11/1/24","Uptier","16369","814418.81","5789"
"Retention","12/1/24","Disconnect","41685","-4406105.14","5501"
"Retention","12/1/24","Downgrade","13560","-1073825.31","5501"
"Retention","12/1/24","Downtier","71152","-2528378.01","5501"
"Retention","12/1/24","New Connect","1498","155714.88","5501"
"Retention","12/1/24","Transfer","1217","-12041.52","5501"
"Retention","12/1/24","Upgrade","1200","19817.83","5501"
"Retention","12/1/24","Uptier","15840","788131.86","5501"
"Sales Operations","1/1/24","Disconnect","656","-53926.24","19"
"Sales Operations","1/1/24","Downgrade","279","-21787.44","19"
"Sales Operations","1/1/24","Downtier","255","-6811.21","19"
"Sales Operations","1/1/24","New Connect","22","2548.06","19"
"Sales Operations","1/1/24","Transfer","2","-11700.42","19"
"Sales Operations","1/1/24","Upgrade","8","210.92","19"
"Sales Operations","1/1/24","Uptier","6291","75342.49","19"
"Sales Operations","2/1/24","Disconnect","611","-50264.28","22"
"Sales Operations","2/1/24","Downgrade","287","-22381.75","22"
"Sales Operations","2/1/24","Downtier","631","-16857.85","22"
"Sales Operations","2/1/24","New Connect","55","6290.34","22"
"Sales Operations","2/1/24","Transfer","4","-24273.92","22"
"Sales Operations","2/1/24","Upgrade","7","191.72","22"
"Sales Operations","2/1/24","Uptier","5929","71003.55","22"
"Sales Operations","3/1/24","Disconnect","647","-53222.96","25"
"Sales Operations","3/1/24","Downgrade","303","-23699.19","25"
"Sales Operations","3/1/24","Downtier","668","-17850.15","25"
"Sales Operations","3/1/24","New Connect","60","6912.24","25"
"Sales Operations","3/1/24","Transfer","5","-29046.47","25"
"Sales Operations","3/1/24","Upgrade","8","214.9","25"
"Sales Operations","3/1/24","Uptier","6645","79587.7","25"
"Sales Operations","4/1/24","Disconnect","688","-56526.33","23"
"Sales Operations","4/1/24","Downgrade","322","-25170.12","23"
"Sales Operations","4/1/24","Downtier","710","-18958.04","23"
"Sales Operations","4/1/24","New Connect","46","5265.83","23"
"Sales Operations","4/1/24","Transfer","5","-28347.69","23"
"Sales Operations","4/1/24","Upgrade","8","200.5","23"
"Sales Operations","4/1/24","Uptier","6200","74253.53","23"
"Sales Operations","5/1/24","Disconnect","725","-59604.31","25"
"Sales Operations","5/1/24","Downgrade","340","-26540.69","25"
"Sales Operations","5/1/24","Downtier","748","-19990.35","25"
"Sales Operations","5/1/24","New Connect","50","5799.35","25"
"Sales Operations","5/1/24","Transfer","5","-30180.38","25"
"Sales Operations","5/1/24","Upgrade","8","218.96","25"
"Sales Operations","5/1/24","Uptier","6771","81091.43","25"
"Sales Operations","6/1/24","Disconnect","751","-61740.66","26"
"Sales Operations","6/1/24","Downgrade","352","-27491.96","26"
"Sales Operations","6/1/24","Downtier","775","-20706.85","26"
"Sales Operations","6/1/24","New Connect","53","6091.75","26"
"Sales Operations","6/1/24","Transfer","5","-31592.69","26"
"Sales Operations","6/1/24","Upgrade","9","229.81","26"
"Sales Operations","6/1/24","Uptier","7106","85107.86","26"
"Sales Operations","7/1/24","Disconnect","816","-67089.63","26"
"Sales Operations","7/1/24","Downgrade","383","-29873.76","26"
"Sales Operations","7/1/24","Downtier","842","-22500.81","26"
"Sales Operations","7/1/24","New Connect","53","6079.71","26"
"Sales Operations","7/1/24","Transfer","6","-32408.56","26"
"Sales Operations","7/1/24","Upgrade","9","230.92","26"
"Sales Operations","7/1/24","Uptier","7141","85518.74","26"
"Sales Operations","8/1/24","Disconnect","813","-66792.65","29"
"Sales Operations","8/1/24","Downgrade","381","-29741.52","29"
"Sales Operations","8/1/24","Downtier","839","-22401.21","29"
"Sales Operations","8/1/24","New Connect","64","7335.35","29"
"Sales Operations","8/1/24","Transfer","5","-30536.22","29"
"Sales Operations","8/1/24","Upgrade","10","263.36","29"
"Sales Operations","8/1/24","Uptier","8144","97533.39","29"
"Sales Operations","9/1/24","Disconnect","727","-59757.7","25"
"Sales Operations","9/1/24","Downgrade","341","-26608.99","25"
"Sales Operations","9/1/24","Downtier","750","-20041.79","25"
"Sales Operations","9/1/24","New Connect","53","6079.71","25"
"Sales Operations","9/1/24","Transfer","5","-27685.78","25"
"Sales Operations","9/1/24","Upgrade","8","222.51","25"
"Sales Operations","9/1/24","Uptier","6881","82404.92","25"
"Sales Operations","10/1/24","Disconnect","700","-57540.39","24"
"Sales Operations","10/1/24","Downgrade","328","-25621.66","24"
"Sales Operations","10/1/24","Downtier","722","-19298.15","24"
"Sales Operations","10/1/24","New Connect","33","3767.49","24"
"Sales Operations","10/1/24","Transfer","5","-27423.97","24"
"Sales Operations","10/1/24","Upgrade","8","214.37","24"
"Sales Operations","10/1/24","Uptier","6629","79388.95","24"
"Sales Operations","11/1/24","Disconnect","608","-49957.93","23"
"Sales Operations","11/1/24","Downgrade","285","-22245.33","23"
"Sales Operations","11/1/24","Downtier","627","-16755.11","23"
"Sales Operations","11/1/24","New Connect","31","3547.08","23"
"Sales Operations","11/1/24","Transfer","4","-24300.65","23"
"Sales Operations","11/1/24","Upgrade","8","199.12","23"
"Sales Operations","11/1/24","Uptier","6157","73742.97","23"
"Sales Operations","12/1/24","Disconnect","637","-52355.47","22"
"Sales Operations","12/1/24","Downgrade","299","-23312.91","22"
"Sales Operations","12/1/24","Downtier","657","-17559.2","22"
"Sales Operations","12/1/24","New Connect","30","3412.73","22"
"Sales Operations","12/1/24","Transfer","4","-24006.58","22"
"Sales Operations","12/1/24","Upgrade","7","192.69","22"
"Sales Operations","12/1/24","Uptier","5959","71362.77","22"
"Third Party Retail","1/1/24","Disconnect","2238","-233751.79","6313"
"Third Party Retail","1/1/24","Downgrade","1125","-73835.84","6313"
"Third Party Retail","1/1/24","Downtier","3432","-108309.83","6313"
"Third Party Retail","1/1/24","New Connect","3713","239011.34","6313"
"Third Party Retail","1/1/24","Transfer","826","1639.64","6313"
"Third Party Retail","1/1/24","Upgrade","223","2245.45","6313"
"Third Party Retail","1/1/24","Uptier","1903","50042.06","6313"
"Third Party Retail","2/1/24","Disconnect","2102","-219581.57","6756"
"Third Party Retail","2/1/24","Downgrade","590","-38712.95","6756"
"Third Party Retail","2/1/24","Downtier","1262","-39836.02","6756"
"Third Party Retail","2/1/24","New Connect","4288","275131.35","6756"
"Third Party Retail","2/1/24","Transfer","620","1230.39","6756"
"Third Party Retail","2/1/24","Upgrade","359","3616.05","6756"
"Third Party Retail","2/1/24","Uptier","627","16478.49","6756"
"Third Party Retail","3/1/24","Disconnect","2226","-232506.67","7867"
"Third Party Retail","3/1/24","Downgrade","625","-40991.69","7867"
"Third Party Retail","3/1/24","Downtier","1337","-42180.86","7867"
"Third Party Retail","3/1/24","New Connect","4712","302332.22","7867"
"Third Party Retail","3/1/24","Transfer","742","1472.3","7867"
"Third Party Retail","3/1/24","Upgrade","403","4053.23","7867"
"Third Party Retail","3/1/24","Uptier","702","18470.69","7867"
"Third Party Retail","4/1/24","Disconnect","2364","-246937.59","7663"
"Third Party Retail","4/1/24","Downgrade","663","-43535.91","7663"
"Third Party Retail","4/1/24","Downtier","1420","-44798.89","7663"
"Third Party Retail","4/1/24","New Connect","4332","277952.99","7663"
"Third Party Retail","4/1/24","Transfer","724","1436.88","7663"
"Third Party Retail","4/1/24","Upgrade","376","3781.57","7663"
"Third Party Retail","4/1/24","Uptier","655","17232.74","7663"
"Third Party Retail","5/1/24","Disconnect","2493","-260383.87","8057"
"Third Party Retail","5/1/24","Downgrade","699","-45906.53","8057"
"Third Party Retail","5/1/24","Downtier","1497","-47238.29","8057"
"Third Party Retail","5/1/24","New Connect","4771","306114.68","8057"
"Third Party Retail","5/1/24","Transfer","771","1529.78","8057"
"Third Party Retail","5/1/24","Upgrade","410","4129.81","8057"
"Third Party Retail","5/1/24","Uptier","716","18819.68","8057"
"Third Party Retail","6/1/24","Disconnect","2582","-269716.6","8926"
