"channel_group","month_end","activity","accounts changed target","net revenue target","compl_psu_conn_target"
"Sales Operations","6/1/22","Transfer","5","-45141.72","29"
"Sales Operations","6/1/22","Upgrade","11","471.44","29"
"Sales Operations","6/1/22","Uptier","9774","109318.18","29"
"Sales Operations","7/1/22","Disconnect","1307","-114245.06","27"
"Sales Operations","7/1/22","Downgrade","392","-31302.31","27"
"Sales Operations","7/1/22","Downtier","1143","-69413.71","27"
"Sales Operations","7/1/22","New Connect","38","4084.69","27"
"Sales Operations","7/1/22","Transfer","2","-51314.85","27"
"Sales Operations","7/1/22","Upgrade","14","715.99","27"
"Sales Operations","7/1/22","Uptier","9162","102891.06","27"
"Sales Operations","8/1/22","Disconnect","1501","-130054.82","35"
"Sales Operations","8/1/22","Downgrade","588","-49738.64","35"
"Sales Operations","8/1/22","Downtier","699","-17932.62","35"
"Sales Operations","8/1/22","New Connect","45","4744.13","35"
"Sales Operations","8/1/22","Transfer","8","-38812.78","35"
"Sales Operations","8/1/22","Upgrade","16","681.01","35"
"Sales Operations","8/1/22","Uptier","9866","120300.58","35"
"Sales Operations","9/1/22","Disconnect","1039","-90316.16","52"
"Sales Operations","9/1/22","Downgrade","526","-44518.34","52"
"Sales Operations","9/1/22","Downtier","646","-15601.74","52"
"Sales Operations","9/1/22","New Connect","26","2987.33","52"
"Sales Operations","9/1/22","Transfer","10","-34209.63","52"
"Sales Operations","9/1/22","Upgrade","30","1519.5","52"
"Sales Operations","9/1/22","Uptier","8045","91492.51","52"
"Sales Operations","10/1/22","Disconnect","898","-77332.1","34"
"Sales Operations","10/1/22","Downgrade","453","-37812.25","34"
"Sales Operations","10/1/22","Downtier","559","-13443.54","34"
"Sales Operations","10/1/22","New Connect","35","3201.9","34"
"Sales Operations","10/1/22","Transfer","6","-36485.35","34"
"Sales Operations","10/1/22","Upgrade","12","468.48","34"
"Sales Operations","10/1/22","Uptier","7412","88416.5","34"
"Sales Operations","11/1/22","Disconnect","1184","-99542.3","32"
"Sales Operations","11/1/22","Downgrade","408","-25786.2","32"
"Sales Operations","11/1/22","Downtier","703","-16646.53","32"
"Sales Operations","11/1/22","New Connect","32","2972.57","32"
"Sales Operations","11/1/22","Transfer","3","-46434.29","32"
"Sales Operations","11/1/22","Upgrade","3","139.84","32"
"Sales Operations","11/1/22","Uptier","6771","84221.25","32"
"Sales Operations","12/1/22","Disconnect","1201","-101006.38","31"
"Sales Operations","12/1/22","Downgrade","408","-25801.16","31"
"Sales Operations","12/1/22","Downtier","704","-16656.18","31"
"Sales Operations","12/1/22","New Connect","32","2990.64","31"
"Sales Operations","12/1/22","Transfer","3","-45591.11","31"
"Sales Operations","12/1/22","Upgrade","3","139.92","31"
"Sales Operations","12/1/22","Uptier","6775","84270.1","31"
"Sales Operations","1/1/23","Disconnect","1162","-97680.97","31"
"Sales Operations","1/1/23","Downgrade","453","-28659.53","31"
"Sales Operations","1/1/23","Downtier","688","-16285.35","31"
"Sales Operations","1/1/23","New Connect","64","5845.63","31"
"Sales Operations","1/1/23","Transfer","3","-45694.11","31"
"Sales Operations","1/1/23","Upgrade","3","136.81","31"
"Sales Operations","1/1/23","Uptier","6624","82393.9","31"
"Sales Operations","2/1/23","Disconnect","1102","-92607.85","29"
"Sales Operations","2/1/23","Downgrade","419","-26512.82","29"
"Sales Operations","2/1/23","Downtier","637","-15065.51","29"
"Sales Operations","2/1/23","New Connect","58","5263.45","29"
"Sales Operations","2/1/23","Transfer","3","-46086.9","29"
"Sales Operations","2/1/23","Upgrade","3","126.56","29"
"Sales Operations","2/1/23","Uptier","6128","76222.28","29"
"Sales Operations","3/1/23","Disconnect","1280","-107584.68","33"
"Sales Operations","3/1/23","Downgrade","485","-30683.31","33"
"Sales Operations","3/1/23","Downtier","737","-17435.33","33"
"Sales Operations","3/1/23","New Connect","66","5996.57","33"
"Sales Operations","3/1/23","Transfer","3","-55843.7","33"
"Sales Operations","3/1/23","Upgrade","4","146.47","33"
"Sales Operations","3/1/23","Uptier","7092","88212.12","33"
"Sales Operations","4/1/23","Disconnect","1288","-108255.08","32"
"Sales Operations","4/1/23","Downgrade","471","-29783.85","32"
"Sales Operations","4/1/23","Downtier","715","-16924.23","32"
"Sales Operations","4/1/23","New Connect","63","5742.62","32"
"Sales Operations","4/1/23","Transfer","3","-56273.15","32"
"Sales Operations","4/1/23","Upgrade","4","142.17","32"
"Sales Operations","4/1/23","Uptier","6884","85626.24","32"
"Sales Operations","5/1/23","Disconnect","1445","-121493.87","33"
"Sales Operations","5/1/23","Downgrade","502","-31729.18","33"
"Sales Operations","5/1/23","Downtier","762","-18029.63","33"
"Sales Operations","5/1/23","New Connect","68","6180.59","33"
"Sales Operations","5/1/23","Transfer","3","-58285.96","33"
"Sales Operations","5/1/23","Upgrade","4","151.46","33"
"Sales Operations","5/1/23","Uptier","7333","91218.92","33"
"Sales Operations","6/1/23","Disconnect","1574","-132350.8","35"
"Sales Operations","6/1/23","Downgrade","538","-34041.54","35"
"Sales Operations","6/1/23","Downtier","817","-19343.6","35"
"Sales Operations","6/1/23","New Connect","74","6758.01","35"
"Sales Operations","6/1/23","Transfer","3","-59176.27","35"
"Sales Operations","6/1/23","Upgrade","4","162.5","35"
"Sales Operations","6/1/23","Uptier","7868","97866.77","35"
"Sales Operations","7/1/23","Disconnect","1525","-128233.32","36"
"Sales Operations","7/1/23","Downgrade","556","-35137.89","36"
"Sales Operations","7/1/23","Downtier","844","-19966.58","36"
"Sales Operations","7/1/23","New Connect","77","7021.2","36"
"Sales Operations","7/1/23","Transfer","4","-59878.05","36"
"Sales Operations","7/1/23","Upgrade","4","167.73","36"
"Sales Operations","7/1/23","Uptier","8121","101018.67","36"
"Sales Operations","8/1/23","Disconnect","1502","-126234.21","40"
"Sales Operations","8/1/23","Downgrade","613","-38795.94","40"
"Sales Operations","8/1/23","Downtier","932","-22045.21","40"
"Sales Operations","8/1/23","New Connect","89","8088.08","40"
"Sales Operations","8/1/23","Transfer","3","-57229.8","40"
"Sales Operations","8/1/23","Upgrade","5","185.19","40"
"Sales Operations","8/1/23","Uptier","8967","111535.28","40"
"Sales Operations","9/1/23","Disconnect","1282","-107821.58","34"
"Sales Operations","9/1/23","Downgrade","508","-32151.68","34"
"Sales Operations","9/1/23","Downtier","772","-18269.71","34"
"Sales Operations","9/1/23","New Connect","72","6600.99","34"
"Sales Operations","9/1/23","Transfer","3","-50122.99","34"
"Sales Operations","9/1/23","Upgrade","4","153.48","34"
"Sales Operations","9/1/23","Uptier","7431","92433.56","34"
"Sales Operations","10/1/23","Disconnect","1276","-107292.19","33"
"Sales Operations","10/1/23","Downgrade","498","-31477.83","33"
"Sales Operations","10/1/23","Downtier","756","-17886.81","33"
"Sales Operations","10/1/23","New Connect","71","6427.2","33"
"Sales Operations","10/1/23","Transfer","3","-50009.52","33"
"Sales Operations","10/1/23","Upgrade","4","150.26","33"
"Sales Operations","10/1/23","Uptier","7275","90496.31","33"
"Sales Operations","11/1/23","Disconnect","1201","-100932.25","31"
"Sales Operations","11/1/23","Downgrade","471","-29792.35","31"
"Sales Operations","11/1/23","Downtier","715","-16929.06","31"
"Sales Operations","11/1/23","New Connect","68","6165.07","31"
"Sales Operations","11/1/23","Transfer","3","-45163.41","31"
"Sales Operations","11/1/23","Upgrade","4","142.21","31"
"Sales Operations","11/1/23","Uptier","6886","85650.67","31"
"Sales Operations","12/1/23","Disconnect","1179","-99140.22","30"
"Sales Operations","12/1/23","Downgrade","456","-28835.42","30"
"Sales Operations","12/1/23","Downtier","692","-16385.3","30"
"Sales Operations","12/1/23","New Connect","66","5972.07","30"
"Sales Operations","12/1/23","Transfer","3","-43580.05","30"
"Sales Operations","12/1/23","Upgrade","3","137.65","30"
"Sales Operations","12/1/23","Uptier","6665","82899.58","30"
"Third Party Retail","1/1/19","Disconnect","2246","-256554.16","15559"
"Third Party Retail","1/1/19","Downgrade","1370","-80133.05","15559"
"Third Party Retail","1/1/19","Downtier","2823","-56139.51","15559"
"Third Party Retail","1/1/19","New Connect","7698","651460.13","15559"
"Third Party Retail","1/1/19","Transfer","677","8650.12","15559"
"Third Party Retail","1/1/19","Upgrade","923","29533.94","15559"
"Third Party Retail","1/1/19","Uptier","2538","34584.46","15559"
"Third Party Retail","2/1/19","Disconnect","1909","-216937.61","13372"
"Third Party Retail","2/1/19","Downgrade","1103","-71485.7","13372"
"Third Party Retail","2/1/19","Downtier","2318","-48795.4","13372"
"Third Party Retail","2/1/19","New Connect","6590","560852.05","13372"
"Third Party Retail","2/1/19","Transfer","642","9728.75","13372"
"Third Party Retail","2/1/19","Upgrade","754","23359.13","13372"
"Third Party Retail","2/1/19","Uptier","2096","29046.56","13372"
"Third Party Retail","3/1/19","Disconnect","2271","-251970.29","15124"
"Third Party Retail","3/1/19","Downgrade","1246","-71704.72","15124"
"Third Party Retail","3/1/19","Downtier","2109","-52312.21","15124"
"Third Party Retail","3/1/19","New Connect","7960","658072.63","15124"
"Third Party Retail","3/1/19","Transfer","841","12218.69","15124"
"Third Party Retail","3/1/19","Upgrade","767","24990.48","15124"
"Third Party Retail","3/1/19","Uptier","2270","34363.38","15124"
"Third Party Retail","4/1/19","Disconnect","2563","-287019.07","11813"
"Third Party Retail","4/1/19","Downgrade","1178","-73512.18","11813"
"Third Party Retail","4/1/19","Downtier","1989","-51397.78","11813"
"Third Party Retail","4/1/19","New Connect","6355","510999.03","11813"
"Third Party Retail","4/1/19","Transfer","813","10248.69","11813"
"Third Party Retail","4/1/19","Upgrade","681","18088.47","11813"
"Third Party Retail","4/1/19","Uptier","1943","28557.85","11813"
"Third Party Retail","5/1/19","Disconnect","2641","-292446.82","12526"
"Third Party Retail","5/1/19","Downgrade","1111","-70242.32","12526"
"Third Party Retail","5/1/19","Downtier","1967","-53033.15","12526"
"Third Party Retail","5/1/19","New Connect","6724","533946.86","12526"
"Third Party Retail","5/1/19","Transfer","953","8790.64","12526"
"Third Party Retail","5/1/19","Upgrade","751","19852.71","12526"
"Third Party Retail","5/1/19","Uptier","1979","29103.82","12526"
"Third Party Retail","6/1/19","Disconnect","2454","-280523.34","12402"
"Third Party Retail","6/1/19","Downgrade","1089","-66714.05","12402"
"Third Party Retail","6/1/19","Downtier","2075","-51043.36","12402"
"Third Party Retail","6/1/19","New Connect","6806","541968.8","12402"
"Third Party Retail","6/1/19","Transfer","828","10861.49","12402"
"Third Party Retail","6/1/19","Upgrade","841","18614.47","12402"
"Third Party Retail","6/1/19","Uptier","1861","28949.23","12402"
"Third Party Retail","7/1/19","Disconnect","2430","-270955.93","13086"
"Third Party Retail","7/1/19","Downgrade","1196","-73489.35","13086"
"Third Party Retail","7/1/19","Downtier","2246","-56473.71","13086"
"Third Party Retail","7/1/19","New Connect","7373","580544.06","13086"
"Third Party Retail","7/1/19","Transfer","866","6235.55","13086"
"Third Party Retail","7/1/19","Upgrade","832","18419.39","13086"
"Third Party Retail","7/1/19","Uptier","2055","32454.56","13086"
"Third Party Retail","8/1/19","Disconnect","2408","-265308.38","14094"
"Third Party Retail","8/1/19","Downgrade","1157","-68146.67","14094"
"Third Party Retail","8/1/19","Downtier","2443","-60830.62","14094"
"Third Party Retail","8/1/19","New Connect","7673","610929.39","14094"
"Third Party Retail","8/1/19","Transfer","997","5971.33","14094"
"Third Party Retail","8/1/19","Upgrade","911","22502","14094"
"Third Party Retail","8/1/19","Uptier","2254","38260.65","14094"
"Third Party Retail","9/1/19","Disconnect","2176","-244347.01","11942"
"Third Party Retail","9/1/19","Downgrade","1073","-61229.1","11942"
"Third Party Retail","9/1/19","Downtier","2208","-51497.54","11942"
"Third Party Retail","9/1/19","New Connect","6346","503070.51","11942"
"Third Party Retail","9/1/19","Transfer","889","6322.33","11942"
"Third Party Retail","9/1/19","Upgrade","779","18423.72","11942"
"Third Party Retail","9/1/19","Uptier","2100","31233.81","11942"
"Third Party Retail","10/1/19","Disconnect","2075","-228672.26","12547"
"Third Party Retail","10/1/19","Downgrade","1050","-58357.86","12547"
"Third Party Retail","10/1/19","Downtier","2356","-56056.87","12547"
"Third Party Retail","10/1/19","New Connect","6440","530418.61","12547"
"Third Party Retail","10/1/19","Transfer","924","5848.47","12547"
"Third Party Retail","10/1/19","Upgrade","892","21338.25","12547"
"Third Party Retail","10/1/19","Uptier","2149","31926.41","12547"
"Third Party Retail","11/1/19","Disconnect","2030","-227648.87","12012"
"Third Party Retail","11/1/19","Downgrade","953","-57014.04","12012"
"Third Party Retail","11/1/19","Downtier","2165","-51757.55","12012"
"Third Party Retail","11/1/19","New Connect","6400","512589.99","12012"
"Third Party Retail","11/1/19","Transfer","883","4755.5","12012"
"Third Party Retail","11/1/19","Upgrade","824","18414.03","12012"
"Third Party Retail","11/1/19","Uptier","2075","32320","12012"
"Third Party Retail","12/1/19","Disconnect","2037","-224719.79","11221"
"Third Party Retail","12/1/19","Downgrade","1132","-69535.49","11221"
"Third Party Retail","12/1/19","Downtier","2539","-58843.77","11221"
"Third Party Retail","12/1/19","New Connect","6484","477955.74","11221"
"Third Party Retail","12/1/19","Transfer","935","5448.71","11221"
"Third Party Retail","12/1/19","Upgrade","779","17003.95","11221"
"Third Party Retail","12/1/19","Uptier","1938","32904.45","11221"
"Third Party Retail","1/1/20","Disconnect","2250","-253364.66","11978"
"Third Party Retail","1/1/20","Downgrade","1493","-98715.11","11978"
"Third Party Retail","1/1/20","Downtier","2937","-73446.36","11978"
"Third Party Retail","1/1/20","New Connect","6760","524897.45","11978"
"Third Party Retail","1/1/20","Transfer","848","9694.99","11978"
"Third Party Retail","1/1/20","Upgrade","1001","13870.58","11978"
"Third Party Retail","1/1/20","Uptier","2094","35677.97","11978"
"Third Party Retail","2/1/20","Disconnect","1979","-220614.91","10582"
"Third Party Retail","2/1/20","Downgrade","1235","-79588.05","10582"
"Third Party Retail","2/1/20","Downtier","2650","-65446.67","10582"
"Third Party Retail","2/1/20","New Connect","6108","469854.28","10582"
"Third Party Retail","2/1/20","Transfer","775","6859.02","10582"
"Third Party Retail","2/1/20","Upgrade","836","11141.5","10582"
"Third Party Retail","2/1/20","Uptier","1831","31549.78","10582"
"Third Party Retail","3/1/20","Disconnect","2191","-239561.37","13145"
"Third Party Retail","3/1/20","Downgrade","1068","-70533.33","13145"
"Third Party Retail","3/1/20","Downtier","2261","-59471.21","13145"
"Third Party Retail","3/1/20","New Connect","8009","588441.15","13145"
"Third Party Retail","3/1/20","Transfer","900","5228.08","13145"
"Third Party Retail","3/1/20","Upgrade","876","19001.2","13145"
"Third Party Retail","3/1/20","Uptier","1783","32106.35","13145"
"Third Party Retail","4/1/20","Disconnect","1351","-141328.65","8458"
"Third Party Retail","4/1/20","Downgrade","637","-36856.62","8458"
"Third Party Retail","4/1/20","Downtier","1480","-37540.97","8458"
"Third Party Retail","4/1/20","New Connect","5217","348409.73","8458"
"Third Party Retail","4/1/20","Transfer","624","-3241.87","8458"
"Third Party Retail","4/1/20","Upgrade","523","12455.1","8458"
"Third Party Retail","4/1/20","Uptier","1221","19792.01","8458"
"Third Party Retail","5/1/20","Disconnect","1540","-157870.2","6624"
"Third Party Retail","5/1/20","Downgrade","707","-42045.61","6624"
"Third Party Retail","5/1/20","Downtier","1638","-45538.85","6624"
"Third Party Retail","5/1/20","New Connect","3670","268787.55","6624"
"Third Party Retail","5/1/20","Transfer","627","-4230.26","6624"
"Third Party Retail","5/1/20","Upgrade","526","9334.06","6624"
"Third Party Retail","5/1/20","Uptier","1214","19639.26","6624"
"Third Party Retail","6/1/20","Disconnect","1935","-202234.62","6732"
"Third Party Retail","6/1/20","Downgrade","754","-45097.75","6732"
"Third Party Retail","6/1/20","Downtier","1797","-50788.59","6732"
"Third Party Retail","6/1/20","New Connect","3840","296529.88","6732"
"Third Party Retail","6/1/20","Transfer","670","-2048.87","6732"
"Third Party Retail","6/1/20","Upgrade","548","11406.58","6732"
